0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,0,-35
0,-35,,-2.5,-35
0,-35,,-2.5,-35
0,-35,,-2.5,-35
0,-35,,-2.5,-35
-2.5,-35,,-2.5,-35
-2.5,-35,,-2.5,-35
-2.5,-35,,-2.5,-35
-2.5,-35,,-2.5,-35
-2.5,-35,,-2.5,-35
-2.5,-35,,-20,-35
-2.5,-35,,-20,-35
-2.5,-35,,-20,-35
-2.5,-35,,-20,-35
-5,-35,,-20,-35
-5,-35,,-20,-35
-5,-35,,-20,-35
-5,-35,,-20,-35
-5,-35,,-20,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-2.5,-35
-5,-35,,-3.75,-35
-5,-35,,-3.75,-35
-5,-35,,-3.75,-35
-5,-35,,-3.75,-35
-2.5,-35,,-3.75,-35
-2.5,-35,,-3.75,-35
-2.5,-35,,-3.75,-35
-2.5,-35,,-3.75,-35
-2.5,-35,,-3.75,-35
-2.5,-35,,-1.25,-35
-2.5,-35,,-1.25,-35
-2.5,-35,,-1.25,-35
-2.5,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
0,-35,,-1.25,-35
